CURRENCY,CODE,IS_RATE,BS_RATE,DATE,SOURCE,CREATED_BY,INGESTION_TS
Cayman Island Dollar,KYD,1.659878,1.659878,30-Apr-26,IFS Web @ 2026-05-01,ADB,2026-05-01T09:07:54.551482Z
Sri Lanka Rupee,LKR,0.004259,0.004259,30-Apr-26,IFS Web @ 2026-05-01,ADB,2026-05-01T09:07:54.551482Z
Myanmar Kyat,MMK,0.000651,0.000651,30-Apr-26,IFS Web @ 2026-05-01,ADB,2026-05-01T09:07:54.551482Z
Macau Pataca,MOP,0.168688,0.168688,30-Apr-26,IFS Web @ 2026-05-01,ADB,2026-05-01T09:07:54.551482Z
Mexican Peso,MXN,0.077724,0.077724,30-Apr-26,IFS Web @ 2026-05-01,ADB,2026-05-01T09:07:54.551482Z
Malaysian Ringgit,MYR,0.342717,0.342717,30-Apr-26,IFS Web @ 2026-05-01,ADB,2026-05-01T09:07:54.551482Z
Norwegian Krone,NOK,0.146314,0.146314,30-Apr-26,IFS Web @ 2026-05-01,ADB,2026-05-01T09:07:54.551482Z
New Zealand Dollar,NZD,0.801348,0.801348,30-Apr-26,IFS Web @ 2026-05-01,ADB,2026-05-01T09:07:54.551482Z
Panamanian Balboa,PAB,1.3611,1.3611,30-Apr-26,IFS Web @ 2026-05-01,ADB,2026-05-01T09:07:54.551482Z
Philippine Peso,PHP,0.022141,0.022141,30-Apr-26,IFS Web @ 2026-05-01,ADB,2026-05-01T09:07:54.551482Z
Polish Zloty,PLN,0.375021,0.375021,30-Apr-26,IFS Web @ 2026-05-01,ADB,2026-05-01T09:07:54.551482Z
Romanian Leu,RON,0.307506,0.307506,30-Apr-26,IFS Web @ 2026-05-01,ADB,2026-05-01T09:07:54.551482Z
Swedish Krona,SEK,0.147116,0.147116,30-Apr-26,IFS Web @ 2026-05-01,ADB,2026-05-01T09:07:54.551482Z
Singapore Dollar,SGD,1.068745,1.068745,30-Apr-26,IFS Web @ 2026-05-01,ADB,2026-05-01T09:07:54.551482Z
Suriname Dollar,SRD,0.036231,0.036231,30-Apr-26,IFS Web @ 2026-05-01,ADB,2026-05-01T09:07:54.551482Z
Thai Baht,THB,0.041755,0.041755,30-Apr-26,IFS Web @ 2026-05-01,ADB,2026-05-01T09:07:54.551482Z
Trinidad and Tobago Dollar,TTD,0.200832,0.200832,30-Apr-26,IFS Web @ 2026-05-01,ADB,2026-05-01T09:07:54.551482Z
New Taiwan Dollar,TWD,0.042958,0.042958,30-Apr-26,IFS Web @ 2026-05-01,ADB,2026-05-01T09:07:54.551482Z
Tanzanian Shilling,TZS,0.000522,0.000522,30-Apr-26,IFS Web @ 2026-05-01,ADB,2026-05-01T09:07:54.551482Z
Uganda Shilling,UGX,0.000361,0.000361,30-Apr-26,IFS Web @ 2026-05-01,ADB,2026-05-01T09:07:54.551482Z
U.S.Dollar,USD,1.3611,1.3611,30-Apr-26,IFS Web @ 2026-05-01,ADB,2026-05-01T09:07:54.551482Z
Uruguayan Peso,UYU,0.03377,0.03377,30-Apr-26,IFS Web @ 2026-05-01,ADB,2026-05-01T09:07:54.551482Z
Vietnamese Dong,VND,0.000052,0.000052,30-Apr-26,IFS Web @ 2026-05-01,ADB,2026-05-01T09:07:54.551482Z
East Caribbean Dollar,XCD,0.504111,0.504111,30-Apr-26,IFS Web @ 2026-05-01,ADB,2026-05-01T09:07:54.551482Z
South African Rand,ZAR,0.081503,0.081503,30-Apr-26,IFS Web @ 2026-05-01,ADB,2026-05-01T09:07:54.551482Z
Zambian Kwacha,ZMW,0.072884,0.072884,30-Apr-26,IFS Web @ 2026-05-01,ADB,2026-05-01T09:07:54.551482Z
Zimbabwe Gold,ZWG,0.052656,0.052656,30-Apr-26,IFS Web @ 2026-05-01,ADB,2026-05-01T09:07:54.551482Z
