CURRENCY,CODE,IS_RATE,BS_RATE,DATE,SOURCE,CREATED_BY,INGESTION_TS
Swiss Franc,CHF,1.744452,1.7302,31-Dec-25,IFS Web @ 2026-04-30,ADB,2026-04-30T11:19:37.061155Z
Chilean Peso,CLP,0.001493,0.00152,31-Dec-25,IFS Web @ 2026-04-30,ADB,2026-04-30T11:19:37.061155Z
Chinese Renminbi (Offshore),CNH,0.196613,0.196384,31-Dec-25,IFS Web @ 2026-04-30,ADB,2026-04-30T11:19:37.061155Z
Chinese Yuan Renminbi,CNY,0.196632,0.196153,31-Dec-25,IFS Web @ 2026-04-30,ADB,2026-04-30T11:19:37.061155Z
Columbian Peso,COP,0.000365,0.000363,31-Dec-25,IFS Web @ 2026-04-30,ADB,2026-04-30T11:19:37.061155Z
Cuban Peso,CUP,0.05808,0.057115,31-Dec-25,IFS Web @ 2026-04-30,ADB,2026-04-30T11:19:37.061155Z
Czech Koruna,CZK,0.066863,0.066601,31-Dec-25,IFS Web @ 2026-04-30,ADB,2026-04-30T11:19:37.061155Z
Danish Krone,DKK,0.217287,0.21554,31-Dec-25,IFS Web @ 2026-04-30,ADB,2026-04-30T11:19:37.061155Z
Dominican Republic Peso,DOP,0.021989,0.021737,31-Dec-25,IFS Web @ 2026-04-30,ADB,2026-04-30T11:19:37.061155Z
Egyptian Pound,EGP,0.02935,0.028737,31-Dec-25,IFS Web @ 2026-04-30,ADB,2026-04-30T11:19:37.061155Z
European Monetary Unit,EUR,1.6228,1.609878,31-Dec-25,IFS Web @ 2026-04-30,ADB,2026-04-30T11:19:37.061155Z
Pound Sterling,GBP,1.854441,1.843726,31-Dec-25,IFS Web @ 2026-04-30,ADB,2026-04-30T11:19:37.061155Z
Guyana Dollar,GYD,0.006663,0.006554,31-Dec-25,IFS Web @ 2026-04-30,ADB,2026-04-30T11:19:37.061155Z
Hong Kong Dollar,HKD,0.179222,0.17611,31-Dec-25,IFS Web @ 2026-04-30,ADB,2026-04-30T11:19:37.061155Z
Haitian Gourde,HTG,0.010668,0.010489,31-Dec-25,IFS Web @ 2026-04-30,ADB,2026-04-30T11:19:37.061155Z
Hungarian Forint,HUF,0.004199,0.004193,31-Dec-25,IFS Web @ 2026-04-30,ADB,2026-04-30T11:19:37.061155Z
Indonesian Rupiah,IDR,0.000084,0.000082,31-Dec-25,IFS Web @ 2026-04-30,ADB,2026-04-30T11:19:37.061155Z
Israeli Shekel,ILS,0.428691,0.430093,31-Dec-25,IFS Web @ 2026-04-30,ADB,2026-04-30T11:19:37.061155Z
Indian Rupees,INR,0.015644,0.015251,31-Dec-25,IFS Web @ 2026-04-30,ADB,2026-04-30T11:19:37.061155Z
Jamaican Dollar,JMD,0.008697,0.008626,31-Dec-25,IFS Web @ 2026-04-30,ADB,2026-04-30T11:19:37.061155Z
Jordan Dinar,JOD,1.967079,1.933357,31-Dec-25,IFS Web @ 2026-04-30,ADB,2026-04-30T11:19:37.061155Z
Japanese Yen,JPY,0.009047,0.008745,31-Dec-25,IFS Web @ 2026-04-30,ADB,2026-04-30T11:19:37.061155Z
Kenya Shilling,KES,0.010788,0.010626,31-Dec-25,IFS Web @ 2026-04-30,ADB,2026-04-30T11:19:37.061155Z
Cambodia Riel,KHR,0.000347,0.000342,31-Dec-25,IFS Web @ 2026-04-30,ADB,2026-04-30T11:19:37.061155Z
South Korean Won,KRW,0.000963,0.000952,31-Dec-25,IFS Web @ 2026-04-30,ADB,2026-04-30T11:19:37.061155Z
Kuwait Dinar,KWD,4.542729,4.457719,31-Dec-25,IFS Web @ 2026-04-30,ADB,2026-04-30T11:19:37.061155Z
Cayman Island Dollar,KYD,1.699914,1.671645,31-Dec-25,IFS Web @ 2026-04-30,ADB,2026-04-30T11:19:37.061155Z
Sri Lanka Rupee,LKR,0.004552,0.004427,31-Dec-25,IFS Web @ 2026-04-30,ADB,2026-04-30T11:19:37.061155Z
Myanmar Kyat,MMK,0.000663,0.000652,31-Dec-25,IFS Web @ 2026-04-30,ADB,2026-04-30T11:19:37.061155Z
Macau Pataca,MOP,0.174002,0.17098,31-Dec-25,IFS Web @ 2026-04-30,ADB,2026-04-30T11:19:37.061155Z
Mexican Peso,MXN,0.076178,0.07624,31-Dec-25,IFS Web @ 2026-04-30,ADB,2026-04-30T11:19:37.061155Z
Malaysian Ringgit,MYR,0.335661,0.33779,31-Dec-25,IFS Web @ 2026-04-30,ADB,2026-04-30T11:19:37.061155Z
Norwegian Krone,NOK,0.138142,0.135895,31-Dec-25,IFS Web @ 2026-04-30,ADB,2026-04-30T11:19:37.061155Z
New Zealand Dollar,NZD,0.799833,0.78825,31-Dec-25,IFS Web @ 2026-04-30,ADB,2026-04-30T11:19:37.061155Z
Panamanian Balboa,PAB,1.393934,1.370749,31-Dec-25,IFS Web @ 2026-04-30,ADB,2026-04-30T11:19:37.061155Z
Philippine Peso,PHP,0.023746,0.023299,31-Dec-25,IFS Web @ 2026-04-30,ADB,2026-04-30T11:19:37.061155Z
Polish Zloty,PLN,0.383133,0.381272,31-Dec-25,IFS Web @ 2026-04-30,ADB,2026-04-30T11:19:37.061155Z
Romanian Leu,RON,0.318911,0.316023,31-Dec-25,IFS Web @ 2026-04-30,ADB,2026-04-30T11:19:37.061155Z
Swedish Krona,SEK,0.148247,0.148691,31-Dec-25,IFS Web @ 2026-04-30,ADB,2026-04-30T11:19:37.061155Z
Singapore Dollar,SGD,1.075653,1.065901,31-Dec-25,IFS Web @ 2026-04-30,ADB,2026-04-30T11:19:37.061155Z
Suriname Dollar,SRD,0.036083,0.035953,31-Dec-25,IFS Web @ 2026-04-30,ADB,2026-04-30T11:19:37.061155Z
Thai Baht,THB,0.043334,0.043509,31-Dec-25,IFS Web @ 2026-04-30,ADB,2026-04-30T11:19:37.061155Z
Trinidad and Tobago Dollar,TTD,0.206598,0.202535,31-Dec-25,IFS Web @ 2026-04-30,ADB,2026-04-30T11:19:37.061155Z
New Taiwan Dollar,TWD,0.044894,0.043626,31-Dec-25,IFS Web @ 2026-04-30,ADB,2026-04-30T11:19:37.061155Z
Tanzanian Shilling,TZS,0.000568,0.000557,31-Dec-25,IFS Web @ 2026-04-30,ADB,2026-04-30T11:19:37.061155Z
Uganda Shilling,UGX,0.000394,0.000379,31-Dec-25,IFS Web @ 2026-04-30,ADB,2026-04-30T11:19:37.061155Z
U.S.Dollar,USD,1.393934,1.370749,31-Dec-25,IFS Web @ 2026-04-30,ADB,2026-04-30T11:19:37.061155Z
Uruguayan Peso,UYU,0.035186,0.035098,31-Dec-25,IFS Web @ 2026-04-30,ADB,2026-04-30T11:19:37.061155Z
Vietnamese Dong,VND,0.000053,0.000052,31-Dec-25,IFS Web @ 2026-04-30,ADB,2026-04-30T11:19:37.061155Z
East Caribbean Dollar,XCD,0.516271,0.507685,31-Dec-25,IFS Web @ 2026-04-30,ADB,2026-04-30T11:19:37.061155Z
South African Rand,ZAR,0.081492,0.082725,31-Dec-25,IFS Web @ 2026-04-30,ADB,2026-04-30T11:19:37.061155Z
Zambian Kwacha,ZMW,0.061205,0.061955,31-Dec-25,IFS Web @ 2026-04-30,ADB,2026-04-30T11:19:37.061155Z
Zimbabwe Gold,ZWG,0.052676,0.05276,31-Dec-25,IFS Web @ 2026-04-30,ADB,2026-04-30T11:19:37.061155Z
United Arab Emirates Dirham,AED,0.37744,0.37744,31-Aug-26,IFS Web @ 2026-09-01,ADB,2026-09-01T09:21:10.828359Z
Netherlands Antilles Guilder,ANG,0.774469,0.774469,31-Aug-26,IFS Web @ 2026-09-01,ADB,2026-09-01T09:21:10.828359Z
Argentine Peso,ARS,0.000918,0.000918,31-Aug-26,IFS Web @ 2026-09-01,ADB,2026-09-01T09:21:10.828359Z
Australian Dollar,AUD,0.993492,0.993492,31-Aug-26,IFS Web @ 2026-09-01,ADB,2026-09-01T09:21:10.828359Z
Barbados Dollar,BBD,0.69315,0.69315,31-Aug-26,IFS Web @ 2026-09-01,ADB,2026-09-01T09:21:10.828359Z
Bermuda Dollar,BMD,1.386299,1.386299,31-Aug-26,IFS Web @ 2026-09-01,ADB,2026-09-01T09:21:10.828359Z
Brunei Dollar,BND,1.089902,1.089902,31-Aug-26,IFS Web @ 2026-09-01,ADB,2026-09-01T09:21:10.828359Z
Brazilian Real,BRL,0.267584,0.267584,31-Aug-26,IFS Web @ 2026-09-01,ADB,2026-09-01T09:21:10.828359Z
Bahamian Dollar,BSD,1.386299,1.386299,31-Aug-26,IFS Web @ 2026-09-01,ADB,2026-09-01T09:21:10.828359Z
Belize Dollar,BZD,0.69315,0.69315,31-Aug-26,IFS Web @ 2026-09-01,ADB,2026-09-01T09:21:10.828359Z
Swiss Franc,CHF,1.715825,1.715825,31-Aug-26,IFS Web @ 2026-09-01,ADB,2026-09-01T09:21:10.828359Z
Chilean Peso,CLP,0.001485,0.001485,31-Aug-26,IFS Web @ 2026-09-01,ADB,2026-09-01T09:21:10.828359Z
Chinese Renminbi (Offshore),CNH,0.206356,0.206356,31-Aug-26,IFS Web @ 2026-09-01,ADB,2026-09-01T09:21:10.828359Z
Chinese Yuan Renminbi,CNY,0.206299,0.206299,31-Aug-26,IFS Web @ 2026-09-01,ADB,2026-09-01T09:21:10.828359Z
Columbian Peso,COP,0.000431,0.000431,31-Aug-26,IFS Web @ 2026-09-01,ADB,2026-09-01T09:21:10.828359Z
Cuban Peso,CUP,0.057763,0.057763,31-Aug-26,IFS Web @ 2026-09-01,ADB,2026-09-01T09:21:10.828359Z
Czech Koruna,CZK,0.066665,0.066665,31-Aug-26,IFS Web @ 2026-09-01,ADB,2026-09-01T09:21:10.828359Z
Danish Krone,DKK,0.215421,0.215421,31-Aug-26,IFS Web @ 2026-09-01,ADB,2026-09-01T09:21:10.828359Z
Dominican Republic Peso,DOP,0.023509,0.023509,31-Aug-26,IFS Web @ 2026-09-01,ADB,2026-09-01T09:21:10.828359Z
Egyptian Pound,EGP,0.027279,0.027279,31-Aug-26,IFS Web @ 2026-09-01,ADB,2026-09-01T09:21:10.828359Z
European Monetary Unit,EUR,1.610324,1.610324,31-Aug-26,IFS Web @ 2026-09-01,ADB,2026-09-01T09:21:10.828359Z
Pound Sterling,GBP,1.879544,1.879544,31-Aug-26,IFS Web @ 2026-09-01,ADB,2026-09-01T09:21:10.828359Z
Guyana Dollar,GYD,0.006649,0.006649,31-Aug-26,IFS Web @ 2026-09-01,ADB,2026-09-01T09:21:10.828359Z
Hong Kong Dollar,HKD,0.17684,0.17684,31-Aug-26,IFS Web @ 2026-09-01,ADB,2026-09-01T09:21:10.828359Z
Haitian Gourde,HTG,0.010622,0.010622,31-Aug-26,IFS Web @ 2026-09-01,ADB,2026-09-01T09:21:10.828359Z
Hungarian Forint,HUF,0.004408,0.004408,31-Aug-26,IFS Web @ 2026-09-01,ADB,2026-09-01T09:21:10.828359Z
Indonesian Rupiah,IDR,0.000078,0.000078,31-Aug-26,IFS Web @ 2026-09-01,ADB,2026-09-01T09:21:10.828359Z
Israeli Shekel,ILS,0.462447,0.462447,31-Aug-26,IFS Web @ 2026-09-01,ADB,2026-09-01T09:21:10.828359Z
Indian Rupees,INR,0.014565,0.014565,31-Aug-26,IFS Web @ 2026-09-01,ADB,2026-09-01T09:21:10.828359Z
Jamaican Dollar,JMD,0.008802,0.008802,31-Aug-26,IFS Web @ 2026-09-01,ADB,2026-09-01T09:21:10.828359Z
Jordan Dinar,JOD,1.95529,1.95529,31-Aug-26,IFS Web @ 2026-09-01,ADB,2026-09-01T09:21:10.828359Z
Japanese Yen,JPY,0.008681,0.008681,31-Aug-26,IFS Web @ 2026-09-01,ADB,2026-09-01T09:21:10.828359Z
Kenya Shilling,KES,0.010709,0.010709,31-Aug-26,IFS Web @ 2026-09-01,ADB,2026-09-01T09:21:10.828359Z
Cambodia Riel,KHR,0.000342,0.000342,31-Aug-26,IFS Web @ 2026-09-01,ADB,2026-09-01T09:21:10.828359Z
South Korean Won,KRW,0.001013,0.001013,31-Aug-26,IFS Web @ 2026-09-01,ADB,2026-09-01T09:21:10.828359Z
Kuwait Dinar,KWD,4.486417,4.486417,31-Aug-26,IFS Web @ 2026-09-01,ADB,2026-09-01T09:21:10.828359Z
Cayman Island Dollar,KYD,1.690609,1.690609,31-Aug-26,IFS Web @ 2026-09-01,ADB,2026-09-01T09:21:10.828359Z
Kazakhstani Tenge,KZT,0.003013,0.003013,31-Aug-26,IFS Web @ 2026-09-01,ADB,2026-09-01T09:21:10.828359Z
Sri Lanka Rupee,LKR,0.004223,0.004223,31-Aug-26,IFS Web @ 2026-09-01,ADB,2026-09-01T09:21:10.828359Z
Myanmar Kyat,MMK,0.000659,0.000659,31-Aug-26,IFS Web @ 2026-09-01,ADB,2026-09-01T09:21:10.828359Z
Macau Pataca,MOP,0.171689,0.171689,31-Aug-26,IFS Web @ 2026-09-01,ADB,2026-09-01T09:21:10.828359Z
Mexican Peso,MXN,0.081395,0.081395,31-Aug-26,IFS Web @ 2026-09-01,ADB,2026-09-01T09:21:10.828359Z
Malaysian Ringgit,MYR,0.344337,0.344337,31-Aug-26,IFS Web @ 2026-09-01,ADB,2026-09-01T09:21:10.828359Z
Nigerian Naira,NGN,0.001037,0.001037,31-Aug-26,IFS Web @ 2026-09-01,ADB,2026-09-01T09:21:10.828359Z
Norwegian Krone,NOK,0.148274,0.148274,31-Aug-26,IFS Web @ 2026-09-01,ADB,2026-09-01T09:21:10.828359Z
New Zealand Dollar,NZD,0.820066,0.820066,31-Aug-26,IFS Web @ 2026-09-01,ADB,2026-09-01T09:21:10.828359Z
Panamanian Balboa,PAB,1.386299,1.386299,31-Aug-26,IFS Web @ 2026-09-01,ADB,2026-09-01T09:21:10.828359Z
Philippine Peso,PHP,0.022267,0.022267,31-Aug-26,IFS Web @ 2026-09-01,ADB,2026-09-01T09:21:10.828359Z
Polish Zloty,PLN,0.371857,0.371857,31-Aug-26,IFS Web @ 2026-09-01,ADB,2026-09-01T09:21:10.828359Z
Romanian Leu,RON,0.306199,0.306199,31-Aug-26,IFS Web @ 2026-09-01,ADB,2026-09-01T09:21:10.828359Z
Swedish Krona,SEK,0.144573,0.144573,31-Aug-26,IFS Web @ 2026-09-01,ADB,2026-09-01T09:21:10.828359Z
Singapore Dollar,SGD,1.089902,1.089902,31-Aug-26,IFS Web @ 2026-09-01,ADB,2026-09-01T09:21:10.828359Z
Suriname Dollar,SRD,0.036615,0.036615,31-Aug-26,IFS Web @ 2026-09-01,ADB,2026-09-01T09:21:10.828359Z
Thai Baht,THB,0.041806,0.041806,31-Aug-26,IFS Web @ 2026-09-01,ADB,2026-09-01T09:21:10.828359Z
Trinidad and Tobago Dollar,TTD,0.206121,0.206121,31-Aug-26,IFS Web @ 2026-09-01,ADB,2026-09-01T09:21:10.828359Z
New Taiwan Dollar,TWD,0.043702,0.043702,31-Aug-26,IFS Web @ 2026-09-01,ADB,2026-09-01T09:21:10.828359Z
Tanzanian Shilling,TZS,0.000524,0.000524,31-Aug-26,IFS Web @ 2026-09-01,ADB,2026-09-01T09:21:10.828359Z
Uganda Shilling,UGX,0.000366,0.000366,31-Aug-26,IFS Web @ 2026-09-01,ADB,2026-09-01T09:21:10.828359Z
U.S.Dollar,USD,1.386299,1.386299,31-Aug-26,IFS Web @ 2026-09-01,ADB,2026-09-01T09:21:10.828359Z
Uruguayan Peso,UYU,0.034395,0.034395,31-Aug-26,IFS Web @ 2026-09-01,ADB,2026-09-01T09:21:10.828359Z
Vietnamese Dong,VND,0.000053,0.000053,31-Aug-26,IFS Web @ 2026-09-01,ADB,2026-09-01T09:21:10.828359Z
East Caribbean Dollar,XCD,0.513445,0.513445,31-Aug-26,IFS Web @ 2026-09-01,ADB,2026-09-01T09:21:10.828359Z
South African Rand,ZAR,0.085939,0.085939,31-Aug-26,IFS Web @ 2026-09-01,ADB,2026-09-01T09:21:10.828359Z
Zambian Kwacha,ZMW,0.072638,0.072638,31-Aug-26,IFS Web @ 2026-09-01,ADB,2026-09-01T09:21:10.828359Z
Zimbabwe Gold,ZWG,0.051987,0.051987,31-Aug-26,IFS Web @ 2026-09-01,ADB,2026-09-01T09:21:10.828359Z
United Arab Emirates Dirham,AED,0.376807,0.386291,30-Jun-26,IFS Web @ 2026-07-01,ADB,2026-07-01T09:03:12.593604Z
Netherlands Antilles Guilder,ANG,0.773172,0.792598,30-Jun-26,IFS Web @ 2026-07-01,ADB,2026-07-01T09:03:12.593604Z
Argentine Peso,ARS,0.000982,0.000958,30-Jun-26,IFS Web @ 2026-07-01,ADB,2026-07-01T09:03:12.593604Z
Australian Dollar,AUD,0.98264,0.98291,30-Jun-26,IFS Web @ 2026-07-01,ADB,2026-07-01T09:03:12.593604Z
Barbados Dollar,BBD,0.691988,0.709375,30-Jun-26,IFS Web @ 2026-07-01,ADB,2026-07-01T09:03:12.593604Z
Bermuda Dollar,BMD,1.383982,1.41875,30-Jun-26,IFS Web @ 2026-07-01,ADB,2026-07-01T09:03:12.593604Z
Brunei Dollar,BND,1.081475,1.096872,30-Jun-26,IFS Web @ 2026-07-01,ADB,2026-07-01T09:03:12.593604Z
Brazilian Real,BRL,0.274084,0.274104,30-Jun-26,IFS Web @ 2026-07-01,ADB,2026-07-01T09:03:12.593604Z
Bahamian Dollar,BSD,1.383982,1.41875,30-Jun-26,IFS Web @ 2026-07-01,ADB,2026-07-01T09:03:12.593604Z
Belize Dollar,BZD,0.691988,0.709375,30-Jun-26,IFS Web @ 2026-07-01,ADB,2026-07-01T09:03:12.593604Z
Swiss Franc,CHF,1.751694,1.758817,30-Jun-26,IFS Web @ 2026-07-01,ADB,2026-07-01T09:03:12.593604Z
Chilean Peso,CLP,0.001537,0.001539,30-Jun-26,IFS Web @ 2026-07-01,ADB,2026-07-01T09:03:12.593604Z
Chinese Renminbi (Offshore),CNH,0.203347,0.209009,30-Jun-26,IFS Web @ 2026-07-01,ADB,2026-07-01T09:03:12.593604Z
Chinese Yuan Renminbi,CNY,0.203364,0.209089,30-Jun-26,IFS Web @ 2026-07-01,ADB,2026-07-01T09:03:12.593604Z
Columbian Peso,COP,0.000384,0.000411,30-Jun-26,IFS Web @ 2026-07-01,ADB,2026-07-01T09:03:12.593604Z
Cuban Peso,CUP,0.057666,0.059115,30-Jun-26,IFS Web @ 2026-07-01,ADB,2026-07-01T09:03:12.593604Z
Czech Koruna,CZK,0.066241,0.066841,30-Jun-26,IFS Web @ 2026-07-01,ADB,2026-07-01T09:03:12.593604Z
Danish Krone,DKK,0.215388,0.217001,30-Jun-26,IFS Web @ 2026-07-01,ADB,2026-07-01T09:03:12.593604Z
Dominican Republic Peso,DOP,0.023344,0.023801,30-Jun-26,IFS Web @ 2026-07-01,ADB,2026-07-01T09:03:12.593604Z
Egyptian Pound,EGP,0.026525,0.028842,30-Jun-26,IFS Web @ 2026-07-01,ADB,2026-07-01T09:03:12.593604Z
European Monetary Unit,EUR,1.609671,1.622057,30-Jun-26,IFS Web @ 2026-07-01,ADB,2026-07-01T09:03:12.593604Z
Pound Sterling,GBP,1.858339,1.883033,30-Jun-26,IFS Web @ 2026-07-01,ADB,2026-07-01T09:03:12.593604Z
Guyana Dollar,GYD,0.006617,0.006805,30-Jun-26,IFS Web @ 2026-07-01,ADB,2026-07-01T09:03:12.593604Z
Hong Kong Dollar,HKD,0.176641,0.180916,30-Jun-26,IFS Web @ 2026-07-01,ADB,2026-07-01T09:03:12.593604Z
Haitian Gourde,HTG,0.010601,0.010867,30-Jun-26,IFS Web @ 2026-07-01,ADB,2026-07-01T09:03:12.593604Z
Hungarian Forint,HUF,0.004462,0.004557,30-Jun-26,IFS Web @ 2026-07-01,ADB,2026-07-01T09:03:12.593604Z
Indonesian Rupiah,IDR,0.000079,0.000079,30-Jun-26,IFS Web @ 2026-07-01,ADB,2026-07-01T09:03:12.593604Z
Israeli Shekel,ILS,0.468153,0.476178,30-Jun-26,IFS Web @ 2026-07-01,ADB,2026-07-01T09:03:12.593604Z
Indian Rupees,INR,0.01462,0.014988,30-Jun-26,IFS Web @ 2026-07-01,ADB,2026-07-01T09:03:12.593604Z
Jamaican Dollar,JMD,0.008779,0.009008,30-Jun-26,IFS Web @ 2026-07-01,ADB,2026-07-01T09:03:12.593604Z
Jordan Dinar,JOD,1.952084,2.001057,30-Jun-26,IFS Web @ 2026-07-01,ADB,2026-07-01T09:03:12.593604Z
Japanese Yen,JPY,0.008686,0.008729,30-Jun-26,IFS Web @ 2026-07-01,ADB,2026-07-01T09:03:12.593604Z
Kenya Shilling,KES,0.010695,0.01096,30-Jun-26,IFS Web @ 2026-07-01,ADB,2026-07-01T09:03:12.593604Z
Cambodia Riel,KHR,0.000345,0.000353,30-Jun-26,IFS Web @ 2026-07-01,ADB,2026-07-01T09:03:12.593604Z
South Korean Won,KRW,0.000922,0.000916,30-Jun-26,IFS Web @ 2026-07-01,ADB,2026-07-01T09:03:12.593604Z
Kuwait Dinar,KWD,4.48521,4.579572,30-Jun-26,IFS Web @ 2026-07-01,ADB,2026-07-01T09:03:12.593604Z
Cayman Island Dollar,KYD,1.687778,1.730182,30-Jun-26,IFS Web @ 2026-07-01,ADB,2026-07-01T09:03:12.593604Z
Sri Lanka Rupee,LKR,0.004248,0.004224,30-Jun-26,IFS Web @ 2026-07-01,ADB,2026-07-01T09:03:12.593604Z
Myanmar Kyat,MMK,0.000659,0.000676,30-Jun-26,IFS Web @ 2026-07-01,ADB,2026-07-01T09:03:12.593604Z
Macau Pataca,MOP,0.171496,0.175645,30-Jun-26,IFS Web @ 2026-07-01,ADB,2026-07-01T09:03:12.593604Z
Mexican Peso,MXN,0.079619,0.081193,30-Jun-26,IFS Web @ 2026-07-01,ADB,2026-07-01T09:03:12.593604Z
Malaysian Ringgit,MYR,0.346035,0.347946,30-Jun-26,IFS Web @ 2026-07-01,ADB,2026-07-01T09:03:12.593604Z
Norwegian Krone,NOK,0.146757,0.143373,30-Jun-26,IFS Web @ 2026-07-01,ADB,2026-07-01T09:03:12.593604Z
New Zealand Dollar,NZD,0.808674,0.807056,30-Jun-26,IFS Web @ 2026-07-01,ADB,2026-07-01T09:03:12.593604Z
Panamanian Balboa,PAB,1.383982,1.41875,30-Jun-26,IFS Web @ 2026-07-01,ADB,2026-07-01T09:03:12.593604Z
Philippine Peso,PHP,0.022697,0.023118,30-Jun-26,IFS Web @ 2026-07-01,ADB,2026-07-01T09:03:12.593604Z
Polish Zloty,PLN,0.378779,0.377443,30-Jun-26,IFS Web @ 2026-07-01,ADB,2026-07-01T09:03:12.593604Z
Romanian Leu,RON,0.310161,0.309629,30-Jun-26,IFS Web @ 2026-07-01,ADB,2026-07-01T09:03:12.593604Z
Swedish Krona,SEK,0.147869,0.146593,30-Jun-26,IFS Web @ 2026-07-01,ADB,2026-07-01T09:03:12.593604Z
Singapore Dollar,SGD,1.081475,1.096872,30-Jun-26,IFS Web @ 2026-07-01,ADB,2026-07-01T09:03:12.593604Z
Suriname Dollar,SRD,0.036992,0.037829,30-Jun-26,IFS Web @ 2026-07-01,ADB,2026-07-01T09:03:12.593604Z
Thai Baht,THB,0.04249,0.042707,30-Jun-26,IFS Web @ 2026-07-01,ADB,2026-07-01T09:03:12.593604Z
Trinidad and Tobago Dollar,TTD,0.204851,0.210132,30-Jun-26,IFS Web @ 2026-07-01,ADB,2026-07-01T09:03:12.593604Z
New Taiwan Dollar,TWD,0.043788,0.044536,30-Jun-26,IFS Web @ 2026-07-01,ADB,2026-07-01T09:03:12.593604Z
Tanzanian Shilling,TZS,0.00053,0.000538,30-Jun-26,IFS Web @ 2026-07-01,ADB,2026-07-01T09:03:12.593604Z
Uganda Shilling,UGX,0.000371,0.000387,30-Jun-26,IFS Web @ 2026-07-01,ADB,2026-07-01T09:03:12.593604Z
U.S.Dollar,USD,1.383982,1.41875,30-Jun-26,IFS Web @ 2026-07-01,ADB,2026-07-01T09:03:12.593604Z
Uruguayan Peso,UYU,0.034495,0.035297,30-Jun-26,IFS Web @ 2026-07-01,ADB,2026-07-01T09:03:12.593604Z
Vietnamese Dong,VND,0.000053,0.000054,30-Jun-26,IFS Web @ 2026-07-01,ADB,2026-07-01T09:03:12.593604Z
East Caribbean Dollar,XCD,0.512584,0.525463,30-Jun-26,IFS Web @ 2026-07-01,ADB,2026-07-01T09:03:12.593604Z
South African Rand,ZAR,0.084014,0.086562,30-Jun-26,IFS Web @ 2026-07-01,ADB,2026-07-01T09:03:12.593604Z
Zambian Kwacha,ZMW,0.074489,0.078455,30-Jun-26,IFS Web @ 2026-07-01,ADB,2026-07-01T09:03:12.593604Z
Zimbabwe Gold,ZWG,0.052787,0.052998,30-Jun-26,IFS Web @ 2026-07-01,ADB,2026-07-01T09:03:12.593604Z
United Arab Emirates Dirham,AED,0.381957,0.381957,31-Jul-26,IFS Web @ 2026-08-01,ADB,2026-08-01T09:03:53.740579Z
Netherlands Antilles Guilder,ANG,0.783715,0.783715,31-Jul-26,IFS Web @ 2026-08-01,ADB,2026-08-01T09:03:53.740579Z
Argentine Peso,ARS,0.000942,0.000942,31-Jul-26,IFS Web @ 2026-08-01,ADB,2026-08-01T09:03:53.740579Z
Australian Dollar,AUD,0.985292,0.985292,31-Jul-26,IFS Web @ 2026-08-01,ADB,2026-08-01T09:03:53.740579Z
Barbados Dollar,BBD,0.701425,0.701425,31-Jul-26,IFS Web @ 2026-08-01,ADB,2026-08-01T09:03:53.740579Z
Bermuda Dollar,BMD,1.402849,1.402849,31-Jul-26,IFS Web @ 2026-08-01,ADB,2026-08-01T09:03:53.740579Z
Brunei Dollar,BND,1.092733,1.092733,31-Jul-26,IFS Web @ 2026-08-01,ADB,2026-08-01T09:03:53.740579Z
Brazilian Real,BRL,0.276116,0.276116,31-Jul-26,IFS Web @ 2026-08-01,ADB,2026-08-01T09:03:53.740579Z
Bahamian Dollar,BSD,1.402849,1.402849,31-Jul-26,IFS Web @ 2026-08-01,ADB,2026-08-01T09:03:53.740579Z
Belize Dollar,BZD,0.701425,0.701425,31-Jul-26,IFS Web @ 2026-08-01,ADB,2026-08-01T09:03:53.740579Z
Swiss Franc,CHF,1.733947,1.733947,31-Jul-26,IFS Web @ 2026-08-01,ADB,2026-08-01T09:03:53.740579Z
Chilean Peso,CLP,0.001511,0.001511,31-Jul-26,IFS Web @ 2026-08-01,ADB,2026-08-01T09:03:53.740579Z
Chinese Renminbi (Offshore),CNH,0.207725,0.207725,31-Jul-26,IFS Web @ 2026-08-01,ADB,2026-08-01T09:03:53.740579Z
Chinese Yuan Renminbi,CNY,0.207905,0.207905,31-Jul-26,IFS Web @ 2026-08-01,ADB,2026-08-01T09:03:53.740579Z
Columbian Peso,COP,0.000446,0.000446,31-Jul-26,IFS Web @ 2026-08-01,ADB,2026-08-01T09:03:53.740579Z
Cuban Peso,CUP,0.058452,0.058452,31-Jul-26,IFS Web @ 2026-08-01,ADB,2026-08-01T09:03:53.740579Z
Czech Koruna,CZK,0.0667,0.0667,31-Jul-26,IFS Web @ 2026-08-01,ADB,2026-08-01T09:03:53.740579Z
Danish Krone,DKK,0.215931,0.215931,31-Jul-26,IFS Web @ 2026-08-01,ADB,2026-08-01T09:03:53.740579Z
Dominican Republic Peso,DOP,0.024133,0.024133,31-Jul-26,IFS Web @ 2026-08-01,ADB,2026-08-01T09:03:53.740579Z
Egyptian Pound,EGP,0.027426,0.027426,31-Jul-26,IFS Web @ 2026-08-01,ADB,2026-08-01T09:03:53.740579Z
European Monetary Unit,EUR,1.614049,1.614049,31-Jul-26,IFS Web @ 2026-08-01,ADB,2026-08-01T09:03:53.740579Z
Pound Sterling,GBP,1.887886,1.887886,31-Jul-26,IFS Web @ 2026-08-01,ADB,2026-08-01T09:03:53.740579Z
